Abbreviation,TeamName,GridPosition,Position,Points,Year,Circuit,RaceName,QualiDeltaToPole,QualiDeltaToTeammate,QualiBestTimeSec,TeamMomentum
SAI,Ferrari,15.0,8.0,4.0,2021,Jeddah,Saudi Arabian Grand Prix,0.726,0.183,88.237,-3.333333333333333
SAI,Ferrari,5.0,3.0,15.0,2021,Yas Island,Abu Dhabi Grand Prix,0.883,-0.13,82.992,-3.333333333333333
LEC,Ferrari,7.0,10.0,1.0,2021,Yas Island,Abu Dhabi Grand Prix,1.013,0.13,83.122,2.333333333333334
MSC,Haas F1 Team,18.0,16.0,0.0,2021,Sakhir,Bahrain Grand Prix,3.452,-0.824,92.449,0.0
MAZ,Haas F1 Team,19.0,20.0,0.0,2021,Sakhir,Bahrain Grand Prix,4.276,0.824,93.273,0.0
MSC,Haas F1 Team,18.0,16.0,0.0,2021,Imola,Emilia Romagna Grand Prix,1.868,-0.518,76.279,0.0
MAZ,Haas F1 Team,19.0,17.0,0.0,2021,Imola,Emilia Romagna Grand Prix,2.386,0.518,76.797,0.0
MSC,Haas F1 Team,19.0,17.0,0.0,2021,Portimão,Portuguese Grand Prix,2.484,-0.46,80.452,0.0
MAZ,Haas F1 Team,20.0,19.0,0.0,2021,Portimão,Portuguese Grand Prix,2.944,0.46,80.912,0.0
MSC,Haas F1 Team,18.0,18.0,0.0,2021,Barcelona,Spanish Grand Prix,2.376,-0.69,79.117,0.0
MAZ,Haas F1 Team,20.0,19.0,0.0,2021,Barcelona,Spanish Grand Prix,3.066,0.69,79.807,0.0
MAZ,Haas F1 Team,19.0,17.0,0.0,2021,Monte Carlo,Monaco Grand Prix,2.612,0.0,72.958,0.0
MSC,Haas F1 Team,20.0,18.0,0.0,2021,Monte Carlo,Monaco Grand Prix,2.0,0.0,82.3725,0.0
MSC,Haas F1 Team,17.0,13.0,0.0,2021,Baku,Azerbaijan Grand Prix,2.94,-0.08,104.158,0.0
MAZ,Haas F1 Team,18.0,14.0,0.0,2021,Baku,Azerbaijan Grand Prix,3.02,0.08,104.238,0.0
MSC,Haas F1 Team,15.0,19.0,0.0,2021,Le Castellet,French Grand Prix,2.952,-0.612,92.942,0.0
MAZ,Haas F1 Team,18.0,20.0,0.0,2021,Le Castellet,French Grand Prix,3.564,0.612,93.554,0.0
MSC,Haas F1 Team,19.0,16.0,0.0,2021,Spielberg,Styrian Grand Prix,2.2,-0.151,66.041,0.0
MAZ,Haas F1 Team,20.0,18.0,0.0,2021,Spielberg,Styrian Grand Prix,2.351,0.151,66.192,0.0
MSC,Haas F1 Team,19.0,18.0,0.0,2021,Spielberg,Austrian Grand Prix,1.707,-0.524,65.427,0.0
MAZ,Haas F1 Team,20.0,19.0,0.0,2021,Spielberg,Austrian Grand Prix,2.231,0.524,65.951,0.0
MAZ,Haas F1 Team,19.0,17.0,0.0,2021,Silverstone,British Grand Prix,3.028,0.313,89.051,0.0
MSC,Haas F1 Team,18.0,18.0,0.0,2021,Silverstone,British Grand Prix,2.715,-0.313,88.738,0.0
MSC,Haas F1 Team,20.0,12.0,0.0,2021,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,0.0
MAZ,Haas F1 Team,19.0,14.0,0.0,2021,Budapest,Hungarian Grand Prix,3.503,0.0,78.922,0.0
MSC,Haas F1 Team,17.0,16.0,0.0,2021,Spa-Francorchamps,Belgian Grand Prix,7.948,-0.966,123.973,0.0
MAZ,Haas F1 Team,18.0,17.0,0.0,2021,Spa-Francorchamps,Belgian Grand Prix,8.914,0.966,124.939,0.0
MSC,Haas F1 Team,17.0,18.0,0.0,2021,Zandvoort,Dutch Grand Prix,2.502,-0.488,71.387,0.0
MAZ,Haas F1 Team,18.0,20.0,0.0,2021,Zandvoort,Dutch Grand Prix,2.99,0.488,71.875,0.0
MSC,Haas F1 Team,18.0,15.0,0.0,2021,Monza,Italian Grand Prix,2.693,-0.468,82.248,0.0
MAZ,Haas F1 Team,16.0,16.0,0.0,2021,Monza,Italian Grand Prix,3.161,0.468,82.716,0.0
MAZ,Haas F1 Team,15.0,18.0,0.0,2021,Sochi,Russian Grand Prix,11.771,3.934,113.764,0.0
MSC,Haas F1 Team,14.0,20.0,0.0,2021,Sochi,Russian Grand Prix,7.837,-3.934,109.83,0.0
MSC,Haas F1 Team,14.0,19.0,0.0,2021,Istanbul,Turkish Grand Prix,2.332,-3.249,85.2,0.0
MAZ,Haas F1 Team,18.0,20.0,0.0,2021,Istanbul,Turkish Grand Prix,5.581,3.249,88.449,0.0
MSC,Haas F1 Team,16.0,16.0,0.0,2021,Austin,United States Grand Prix,3.589,-0.297,96.499,0.0
MAZ,Haas F1 Team,17.0,17.0,0.0,2021,Austin,United States Grand Prix,3.886,0.297,96.796,0.0
MAZ,Haas F1 Team,15.0,18.0,0.0,2021,Mexico City,Mexico City Grand Prix,3.428,0.445,79.303,0.0
MSC,Haas F1 Team,14.0,19.0,0.0,2021,Mexico City,Mexico City Grand Prix,2.983,-0.445,78.858,0.0
MAZ,Haas F1 Team,19.0,17.0,0.0,2021,São Paulo,São Paulo Grand Prix,2.655,0.631,70.589,0.0
MSC,Haas F1 Team,18.0,18.0,0.0,2021,São Paulo,São Paulo Grand Prix,2.024,-0.631,69.958,0.0
MSC,Haas F1 Team,19.0,16.0,0.0,2021,Lusail,Qatar Grand Prix,2.58,-2.452,83.407,0.0
MAZ,Haas F1 Team,20.0,18.0,0.0,2021,Lusail,Qatar Grand Prix,5.032,2.452,85.859,0.0
MAZ,Haas F1 Team,20.0,18.0,0.0,2021,Jeddah,Saudi Arabian Grand Prix,2.962,1.009,90.473,0.0
MSC,Haas F1 Team,19.0,20.0,0.0,2021,Jeddah,Saudi Arabian Grand Prix,1.953,-1.009,89.464,0.0
MSC,Haas F1 Team,19.0,14.0,0.0,2021,Yas Island,Abu Dhabi Grand Prix,2.797,-0.779,84.906,0.0
MAZ,Haas F1 Team,,,0.0,2021,Yas Island,Abu Dhabi Grand Prix,3.576,0.779,85.685,0.0
NOR,McLaren,7.0,4.0,12.0,2021,Sakhir,Bahrain Grand Prix,0.977,0.047,89.974,0.0
RIC,McLaren,6.0,7.0,6.0,2021,Sakhir,Bahrain Grand Prix,0.93,-0.047,89.927,0.0
NOR,McLaren,7.0,3.0,15.0,2021,Imola,Emilia Romagna Grand Prix,0.043,-0.372,74.454,0.0
RIC,McLaren,6.0,6.0,8.0,2021,Imola,Emilia Romagna Grand Prix,0.415,0.372,74.826,0.0
NOR,McLaren,7.0,5.0,10.0,2021,Portimão,Portuguese Grand Prix,0.513,-1.358,78.481,0.0
RIC,McLaren,16.0,9.0,2.0,2021,Portimão,Portuguese Grand Prix,1.871,1.358,79.839,2.0
RIC,McLaren,7.0,6.0,8.0,2021,Barcelona,Spanish Grand Prix,0.881,-0.074,77.622,-4.333333333333333
NOR,McLaren,9.0,8.0,4.0,2021,Barcelona,Spanish Grand Prix,0.955,0.074,77.696,-2.999999999999999
NOR,McLaren,5.0,3.0,15.0,2021,Monte Carlo,Monaco Grand Prix,0.274,-0.978,70.62,-6.333333333333333
RIC,McLaren,12.0,12.0,0.0,2021,Monte Carlo,Monaco Grand Prix,1.252,0.978,71.598,2.333333333333333
NOR,McLaren,9.0,5.0,10.0,2021,Baku,Azerbaijan Grand Prix,0.529,-0.557,101.747,-0.3333333333333339
RIC,McLaren,13.0,9.0,2.0,2021,Baku,Azerbaijan Grand Prix,1.086,0.557,102.304,3.666666666666667
NOR,McLaren,8.0,5.0,10.0,2021,Le Castellet,French Grand Prix,1.262,-0.13,91.252,-5.0
RIC,McLaren,10.0,6.0,8.0,2021,Le Castellet,French Grand Prix,1.392,0.13,91.382,1.0
NOR,McLaren,3.0,5.0,10.0,2021,Spielberg,Styrian Grand Prix,0.279,-0.688,64.12,-1.666666666666667
RIC,McLaren,13.0,13.0,0.0,2021,Spielberg,Styrian Grand Prix,0.967,0.688,64.808,5.333333333333334
NOR,McLaren,2.0,3.0,15.0,2021,Spielberg,Austrian Grand Prix,0.048,-0.951,63.768,-1.333333333333333
RIC,McLaren,13.0,7.0,6.0,2021,Spielberg,Austrian Grand Prix,0.999,0.951,64.719,1.666666666666667
NOR,McLaren,5.0,4.0,12.0,2021,Silverstone,British Grand Prix,0.874,-0.002,86.897,-2.333333333333334
RIC,McLaren,6.0,5.0,10.0,2021,Silverstone,British Grand Prix,0.876,0.002,86.899,5.0
RIC,McLaren,11.0,11.0,0.0,2021,Budapest,Hungarian Grand Prix,1.452,0.486,76.871,1.0
NOR,McLaren,6.0,15.0,0.0,2021,Budapest,Hungarian Grand Prix,0.966,-0.486,76.385,0.33333333333333304
RIC,McLaren,4.0,4.0,6.0,2021,Spa-Francorchamps,Belgian Grand Prix,1.102,1.102,117.127,-7.666666666666666
NOR,McLaren,15.0,14.0,0.0,2021,Spa-Francorchamps,Belgian Grand Prix,0.0,-1.102,116.025,-7.333333333333334
NOR,McLaren,13.0,10.0,1.0,2021,Zandvoort,Dutch Grand Prix,1.521,0.541,70.406,-5.333333333333333
RIC,McLaren,10.0,11.0,0.0,2021,Zandvoort,Dutch Grand Prix,0.98,-0.541,69.865,-1.0
RIC,McLaren,2.0,1.0,26.0,2021,Monza,Italian Grand Prix,0.44,0.006,79.995,-1.6666666666666667
NOR,McLaren,3.0,2.0,18.0,2021,Monza,Italian Grand Prix,0.434,-0.006,79.989,7.0
RIC,McLaren,5.0,4.0,12.0,2021,Sochi,Russian Grand Prix,2.163,2.163,104.156,12.333333333333332
NOR,McLaren,1.0,7.0,7.0,2021,Sochi,Russian Grand Prix,0.0,-2.163,101.993,18.333333333333336
NOR,McLaren,7.0,7.0,6.0,2021,Istanbul,Turkish Grand Prix,1.086,-1.927,83.954,3.333333333333334
RIC,McLaren,20.0,13.0,0.0,2021,Istanbul,Turkish Grand Prix,3.013,1.927,85.881,-6.333333333333332
RIC,McLaren,6.0,5.0,10.0,2021,Austin,United States Grand Prix,0.898,-0.072,93.808,-14.333333333333336
NOR,McLaren,7.0,8.0,4.0,2021,Austin,United States Grand Prix,0.97,0.072,93.88,-7.000000000000001
NOR,McLaren,18.0,10.0,1.0,2021,Mexico City,Mexico City Grand Prix,1.598,0.71,77.473,-3.666666666666667
RIC,McLaren,7.0,12.0,0.0,2021,Mexico City,Mexico City Grand Prix,0.888,-0.71,76.763,0.666666666666667
NOR,McLaren,5.0,10.0,1.0,2021,São Paulo,São Paulo Grand Prix,1.046,-0.059,68.98,-3.666666666666666
RIC,McLaren,11.0,19.0,0.0,2021,São Paulo,São Paulo Grand Prix,1.105,0.059,69.039,-4.0
NOR,McLaren,4.0,9.0,2.0,2021,Lusail,Qatar Grand Prix,0.904,-0.866,81.731,-4.666666666666667
RIC,McLaren,14.0,12.0,0.0,2021,Lusail,Qatar Grand Prix,1.77,0.866,82.597,-0.6666666666666667
RIC,McLaren,11.0,5.0,10.0,2021,Jeddah,Saudi Arabian Grand Prix,0.705,0.036,88.216,0.0
NOR,McLaren,7.0,10.0,1.0,2021,Jeddah,Saudi Arabian Grand Prix,0.669,-0.036,88.18,3.6666666666666665
NOR,McLaren,3.0,7.0,6.0,2021,Yas Island,Abu Dhabi Grand Prix,0.822,-0.478,82.931,2.6666666666666665
RIC,McLaren,10.0,12.0,0.0,2021,Yas Island,Abu Dhabi Grand Prix,1.3,0.478,83.409,5.0
HAM,Mercedes,2.0,1.0,25.0,2021,Sakhir,Bahrain Grand Prix,0.388,-0.201,89.385,0.0
BOT,Mercedes,3.0,3.0,16.0,2021,Sakhir,Bahrain Grand Prix,0.589,0.201,89.586,0.0
HAM,Mercedes,1.0,2.0,19.0,2021,Imola,Emilia Romagna Grand Prix,0.0,-0.261,74.411,0.0
BOT,Mercedes,8.0,18.0,0.0,2021,Imola,Emilia Romagna Grand Prix,0.261,0.261,74.672,0.0
HAM,Mercedes,2.0,1.0,25.0,2021,Portimão,Portuguese Grand Prix,0.0,-0.38,77.968,0.0
BOT,Mercedes,1.0,3.0,16.0,2021,Portimão,Portuguese Grand Prix,0.38,0.38,78.348,-5.833333333333334
HAM,Mercedes,1.0,1.0,25.0,2021,Barcelona,Spanish Grand Prix,0.0,-0.132,76.741,-6.333333333333334
BOT,Mercedes,3.0,3.0,15.0,2021,Barcelona,Spanish Grand Prix,0.132,0.132,76.873,10.333333333333334
HAM,Mercedes,7.0,7.0,7.0,2021,Monte Carlo,Monaco Grand Prix,0.749,0.494,71.095,4.000000000000002
BOT,Mercedes,3.0,19.0,0.0,2021,Monte Carlo,Monaco Grand Prix,0.255,-0.494,70.601,2.0
BOT,Mercedes,10.0,12.0,0.0,2021,Baku,Azerbaijan Grand Prix,0.888,0.656,102.106,-14.666666666666668
HAM,Mercedes,2.0,15.0,0.0,2021,Baku,Azerbaijan Grand Prix,0.232,-0.656,101.45,-16.333333333333336
HAM,Mercedes,2.0,2.0,18.0,2021,Le Castellet,French Grand Prix,0.258,-0.128,90.248,-15.666666666666666
BOT,Mercedes,3.0,4.0,12.0,2021,Le Castellet,French Grand Prix,0.386,0.128,90.376,-1.333333333333333
HAM,Mercedes,2.0,2.0,19.0,2021,Spielberg,Styrian Grand Prix,0.226,0.032,64.067,7.666666666666666
BOT,Mercedes,5.0,3.0,15.0,2021,Spielberg,Styrian Grand Prix,0.194,-0.032,64.035,16.333333333333332
BOT,Mercedes,5.0,2.0,18.0,2021,Spielberg,Austrian Grand Prix,0.329,0.035,64.049,9.333333333333334
HAM,Mercedes,4.0,4.0,12.0,2021,Spielberg,Austrian Grand Prix,0.294,-0.035,64.014,7.333333333333332
HAM,Mercedes,2.0,1.0,25.0,2021,Silverstone,British Grand Prix,0.0,-0.305,86.023,-1.3333333333333321
BOT,Mercedes,3.0,3.0,15.0,2021,Silverstone,British Grand Prix,0.305,0.305,86.328,2.9999999999999982
HAM,Mercedes,1.0,2.0,18.0,2021,Budapest,Hungarian Grand Prix,0.0,-0.315,75.419,0.0
BOT,Mercedes,2.0,16.0,0.0,2021,Budapest,Hungarian Grand Prix,0.315,0.315,75.734,4.333333333333332
HAM,Mercedes,3.0,3.0,7.5,2021,Spa-Francorchamps,Belgian Grand Prix,0.204,-0.066,116.229,-7.333333333333332
BOT,Mercedes,13.0,12.0,0.0,2021,Spa-Francorchamps,Belgian Grand Prix,0.27,0.066,116.295,-8.833333333333332
HAM,Mercedes,2.0,2.0,19.0,2021,Zandvoort,Dutch Grand Prix,0.038,-0.299,68.923,-16.833333333333332
BOT,Mercedes,3.0,3.0,15.0,2021,Zandvoort,Dutch Grand Prix,0.337,0.299,69.222,-2.166666666666666
BOT,Mercedes,19.0,3.0,15.0,2021,Monza,Italian Grand Prix,0.0,-0.096,79.555,2.833333333333334
HAM,Mercedes,4.0,17.0,0.0,2021,Monza,Italian Grand Prix,0.096,0.096,79.651,13.833333333333332
HAM,Mercedes,4.0,1.0,25.0,2021,Sochi,Russian Grand Prix,2.057,-0.66,104.05,1.166666666666666
BOT,Mercedes,16.0,5.0,10.0,2021,Sochi,Russian Grand Prix,2.717,0.66,104.71,2.0
BOT,Mercedes,1.0,1.0,26.0,2021,Istanbul,Turkish Grand Prix,0.13,0.13,82.998,-4.666666666666666
HAM,Mercedes,11.0,5.0,10.0,2021,Istanbul,Turkish Grand Prix,0.0,-0.13,82.868,10.333333333333332
HAM,Mercedes,2.0,2.0,19.0,2021,Austin,United States Grand Prix,0.209,-0.356,93.119,2.0
BOT,Mercedes,9.0,6.0,8.0,2021,Austin,United States Grand Prix,0.565,0.356,93.475,6.666666666666666
HAM,Mercedes,2.0,2.0,18.0,2021,Mexico City,Mexico City Grand Prix,0.145,0.145,76.02,-7.999999999999998
BOT,Mercedes,1.0,15.0,0.0,2021,Mexico City,Mexico City Grand Prix,0.0,-0.145,75.875,-0.3333333333333339
HAM,Mercedes,10.0,1.0,25.0,2021,São Paulo,São Paulo Grand Prix,0.0,-0.492,67.934,-9.666666666666666
BOT,Mercedes,1.0,3.0,15.0,2021,São Paulo,São Paulo Grand Prix,0.492,0.492,68.426,2.0
HAM,Mercedes,1.0,1.0,25.0,2021,Lusail,Qatar Grand Prix,0.0,-0.651,80.827,-1.666666666666666
BOT,Mercedes,6.0,20.0,0.0,2021,Lusail,Qatar Grand Prix,0.651,0.651,81.478,13.000000000000002
HAM,Mercedes,1.0,1.0,26.0,2021,Jeddah,Saudi Arabian Grand Prix,0.0,-0.111,87.511,-1.0
BOT,Mercedes,2.0,3.0,15.0,2021,Jeddah,Saudi Arabian Grand Prix,0.111,0.111,87.622,3.666666666666666
HAM,Mercedes,2.0,2.0,18.0,2021,Yas Island,Abu Dhabi Grand Prix,0.371,-0.556,82.48,-8.000000000000002
BOT,Mercedes,6.0,6.0,8.0,2021,Yas Island,Abu Dhabi Grand Prix,0.927,0.556,83.036,6.333333333333334
VER,Red Bull Racing,1.0,2.0,18.0,2021,Sakhir,Bahrain Grand Prix,0.0,-1.662,88.997,0.0
PER,Red Bull Racing,0.0,5.0,10.0,2021,Sakhir,Bahrain Grand Prix,1.662,1.662,90.659,0.0
VER,Red Bull Racing,3.0,1.0,25.0,2021,Imola,Emilia Romagna Grand Prix,0.087,0.052,74.498,0.0
PER,Red Bull Racing,2.0,11.0,0.0,2021,Imola,Emilia Romagna Grand Prix,0.035,-0.052,74.446,0.0
VER,Red Bull Racing,3.0,2.0,18.0,2021,Portimão,Portuguese Grand Prix,0.241,-0.636,78.209,0.0
PER,Red Bull Racing,4.0,4.0,12.0,2021,Portimão,Portuguese Grand Prix,0.877,0.636,78.845,0.3333333333333339
VER,Red Bull Racing,2.0,2.0,19.0,2021,Barcelona,Spanish Grand Prix,0.036,-0.892,76.777,-7.666666666666668
PER,Red Bull Racing,8.0,5.0,10.0,2021,Barcelona,Spanish Grand Prix,0.928,0.892,77.669,4.666666666666666
VER,Red Bull Racing,2.0,1.0,25.0,2021,Monte Carlo,Monaco Grand Prix,0.23,-0.443,70.576,-0.6666666666666679
PER,Red Bull Racing,9.0,4.0,12.0,2021,Monte Carlo,Monaco Grand Prix,0.673,0.443,71.019,8.0
PER,Red Bull Racing,6.0,1.0,25.0,2021,Baku,Azerbaijan Grand Prix,0.412,0.067,101.63,-0.6666666666666661
VER,Red Bull Racing,3.0,18.0,0.0,2021,Baku,Azerbaijan Grand Prix,0.345,-0.067,101.563,7.000000000000002
VER,Red Bull Racing,1.0,1.0,26.0,2021,Le Castellet,French Grand Prix,0.0,-0.455,89.99,-5.666666666666666
PER,Red Bull Racing,4.0,3.0,15.0,2021,Le Castellet,French Grand Prix,0.455,0.455,90.445,1.333333333333334
VER,Red Bull Racing,1.0,1.0,25.0,2021,Spielberg,Styrian Grand Prix,0.0,-0.327,63.841,-7.000000000000002
PER,Red Bull Racing,4.0,4.0,12.0,2021,Spielberg,Styrian Grand Prix,0.327,0.327,64.168,9.666666666666666
VER,Red Bull Racing,1.0,1.0,26.0,2021,Spielberg,Austrian Grand Prix,0.0,-0.27,63.72,0.33333333333333215
PER,Red Bull Racing,3.0,6.0,8.0,2021,Spielberg,Austrian Grand Prix,0.27,0.27,63.99,7.333333333333334
PER,Red Bull Racing,0.0,16.0,0.0,2021,Silverstone,British Grand Prix,0.79,0.604,86.813,-6.666666666666666
VER,Red Bull Racing,1.0,20.0,0.0,2021,Silverstone,British Grand Prix,0.186,-0.604,86.209,-5.999999999999998
VER,Red Bull Racing,3.0,9.0,2.0,2021,Budapest,Hungarian Grand Prix,0.231,-0.771,75.65,-18.333333333333332
PER,Red Bull Racing,4.0,17.0,0.0,2021,Budapest,Hungarian Grand Prix,1.002,0.771,76.421,-14.666666666666668
VER,Red Bull Racing,1.0,1.0,12.5,2021,Spa-Francorchamps,Belgian Grand Prix,0.534,-0.327,116.559,-10.666666666666668
PER,Red Bull Racing,0.0,19.0,0.0,2021,Spa-Francorchamps,Belgian Grand Prix,0.861,0.327,116.886,2.1666666666666665
VER,Red Bull Racing,1.0,1.0,25.0,2021,Zandvoort,Dutch Grand Prix,0.0,-1.645,68.885,3.5000000000000004
PER,Red Bull Racing,0.0,8.0,4.0,2021,Zandvoort,Dutch Grand Prix,1.645,1.645,70.53,11.833333333333334
PER,Red Bull Racing,8.0,5.0,10.0,2021,Monza,Italian Grand Prix,1.056,0.645,80.611,4.833333333333333
VER,Red Bull Racing,1.0,18.0,0.0,2021,Monza,Italian Grand Prix,0.411,-0.645,79.966,8.833333333333332
VER,Red Bull Racing,20.0,2.0,18.0,2021,Sochi,Russian Grand Prix,17.529,14.185,119.522,-7.833333333333333
PER,Red Bull Racing,8.0,9.0,2.0,2021,Sochi,Russian Grand Prix,3.344,-14.185,105.337,-0.33333333333333215
VER,Red Bull Racing,2.0,2.0,18.0,2021,Istanbul,Turkish Grand Prix,0.328,-0.51,83.196,-6.333333333333333
PER,Red Bull Racing,6.0,3.0,15.0,2021,Istanbul,Turkish Grand Prix,0.838,0.51,83.706,7.999999999999999
VER,Red Bull Racing,1.0,1.0,25.0,2021,Austin,United States Grand Prix,0.0,-0.224,92.91,2.333333333333332
PER,Red Bull Racing,3.0,3.0,15.0,2021,Austin,United States Grand Prix,0.224,0.224,93.134,12.666666666666664
VER,Red Bull Racing,3.0,1.0,25.0,2021,Mexico City,Mexico City Grand Prix,0.35,-0.117,76.225,5.666666666666666
PER,Red Bull Racing,4.0,3.0,15.0,2021,Mexico City,Mexico City Grand Prix,0.467,0.117,76.342,10.000000000000002
VER,Red Bull Racing,2.0,2.0,18.0,2021,São Paulo,São Paulo Grand Prix,0.438,-0.111,68.372,-1.0
PER,Red Bull Racing,4.0,4.0,13.0,2021,São Paulo,São Paulo Grand Prix,0.549,0.111,68.483,1.0
VER,Red Bull Racing,7.0,2.0,19.0,2021,Lusail,Qatar Grand Prix,0.455,-1.064,81.282,-6.333333333333334
PER,Red Bull Racing,11.0,4.0,12.0,2021,Lusail,Qatar Grand Prix,1.519,1.064,82.346,-1.6666666666666643
VER,Red Bull Racing,3.0,2.0,18.0,2021,Jeddah,Saudi Arabian Grand Prix,0.142,-0.293,87.653,-4.666666666666666
PER,Red Bull Racing,5.0,17.0,0.0,2021,Jeddah,Saudi Arabian Grand Prix,0.435,0.293,87.946,0.9999999999999982
VER,Red Bull Racing,1.0,1.0,26.0,2021,Yas Island,Abu Dhabi Grand Prix,0.0,-0.838,82.109,-6.666666666666668
PER,Red Bull Racing,4.0,15.0,0.0,2021,Yas Island,Abu Dhabi Grand Prix,0.838,0.838,82.947,0.0
RUS,Williams,15.0,14.0,0.0,2021,Sakhir,Bahrain Grand Prix,2.319,-0.62,91.316,0.0
LAT,Williams,17.0,18.0,0.0,2021,Sakhir,Bahrain Grand Prix,2.939,0.62,91.936,0.0
RUS,Williams,12.0,19.0,0.0,2021,Imola,Emilia Romagna Grand Prix,0.85,-0.332,75.261,0.0
LAT,Williams,14.0,20.0,0.0,2021,Imola,Emilia Romagna Grand Prix,1.182,0.332,75.593,0.0
RUS,Williams,11.0,16.0,0.0,2021,Portimão,Portuguese Grand Prix,1.141,-1.176,79.109,0.0
LAT,Williams,18.0,18.0,0.0,2021,Portimão,Portuguese Grand Prix,2.317,1.176,80.285,0.0
RUS,Williams,15.0,14.0,0.0,2021,Barcelona,Spanish Grand Prix,1.704,-0.774,78.445,0.0
LAT,Williams,19.0,16.0,0.0,2021,Barcelona,Spanish Grand Prix,2.478,0.774,79.219,0.0
RUS,Williams,15.0,14.0,0.0,2021,Monte Carlo,Monaco Grand Prix,1.484,-0.536,71.83,0.0
LAT,Williams,18.0,15.0,0.0,2021,Monte Carlo,Monaco Grand Prix,2.02,0.536,72.366,0.0
LAT,Williams,16.0,16.0,0.0,2021,Baku,Azerbaijan Grand Prix,1.91,0.4,103.128,0.0
RUS,Williams,15.0,17.0,0.0,2021,Baku,Azerbaijan Grand Prix,1.51,-0.4,102.728,0.0
RUS,Williams,14.0,12.0,0.0,2021,Le Castellet,French Grand Prix,2.075,-0.997,92.065,0.0
LAT,Williams,16.0,18.0,0.0,2021,Le Castellet,French Grand Prix,3.072,0.997,93.062,0.0
LAT,Williams,16.0,17.0,0.0,2021,Spielberg,Styrian Grand Prix,1.334,0.504,65.175,0.0
RUS,Williams,10.0,19.0,0.0,2021,Spielberg,Styrian Grand Prix,0.83,-0.504,64.671,0.0
RUS,Williams,8.0,11.0,0.0,2021,Spielberg,Austrian Grand Prix,0.833,-0.642,64.553,0.0
LAT,Williams,18.0,16.0,0.0,2021,Spielberg,Austrian Grand Prix,1.475,0.642,65.195,0.0
RUS,Williams,12.0,12.0,0.0,2021,Silverstone,British Grand Prix,0.948,-1.283,86.971,0.0
LAT,Williams,17.0,14.0,0.0,2021,Silverstone,British Grand Prix,2.231,1.283,88.254,0.0
LAT,Williams,18.0,7.0,6.0,2021,Budapest,Hungarian Grand Prix,2.617,0.092,78.036,0.0
RUS,Williams,17.0,8.0,4.0,2021,Budapest,Hungarian Grand Prix,2.525,-0.092,77.944,2.0
RUS,Williams,2.0,2.0,9.0,2021,Spa-Francorchamps,Belgian Grand Prix,0.925,-1.106,116.95,3.3333333333333335
LAT,Williams,10.0,9.0,1.0,2021,Spa-Francorchamps,Belgian Grand Prix,2.031,1.106,118.056,6.333333333333333
LAT,Williams,0.0,16.0,0.0,2021,Zandvoort,Dutch Grand Prix,1.208,-0.239,70.093,2.666666666666667
RUS,Williams,11.0,17.0,0.0,2021,Zandvoort,Dutch Grand Prix,1.447,0.239,70.332,0.0
RUS,Williams,14.0,9.0,2.0,2021,Monza,Italian Grand Prix,1.837,-0.533,81.392,-6.0
LAT,Williams,13.0,11.0,0.0,2021,Monza,Italian Grand Prix,2.37,0.533,81.925,-4.0
RUS,Williams,3.0,10.0,1.0,2021,Sochi,Russian Grand Prix,0.99,-5.269,102.983,-2.666666666666667
LAT,Williams,18.0,19.0,0.0,2021,Sochi,Russian Grand Prix,6.259,5.269,108.252,0.6666666666666667
RUS,Williams,13.0,15.0,0.0,2021,Istanbul,Turkish Grand Prix,2.139,-1.079,85.007,-0.3333333333333333
LAT,Williams,15.0,17.0,0.0,2021,Istanbul,Turkish Grand Prix,3.218,1.079,86.086,-0.3333333333333333
RUS,Williams,20.0,14.0,0.0,2021,Austin,United States Grand Prix,2.82,-0.265,95.73,-1.0
LAT,Williams,14.0,15.0,0.0,2021,Austin,United States Grand Prix,3.085,0.265,95.995,-0.3333333333333333
RUS,Williams,16.0,16.0,0.0,2021,Mexico City,Mexico City Grand Prix,2.083,-0.798,77.958,-0.3333333333333333
LAT,Williams,13.0,17.0,0.0,2021,Mexico City,Mexico City Grand Prix,2.881,0.798,78.756,0.0
RUS,Williams,17.0,13.0,0.0,2021,São Paulo,São Paulo Grand Prix,2.019,0.056,69.953,0.0
LAT,Williams,16.0,16.0,0.0,2021,São Paulo,São Paulo Grand Prix,1.963,-0.056,69.897,0.0
RUS,Williams,15.0,17.0,0.0,2021,Lusail,Qatar Grand Prix,1.929,-0.457,82.756,0.0
LAT,Williams,17.0,19.0,0.0,2021,Lusail,Qatar Grand Prix,2.386,0.457,83.213,0.0
LAT,Williams,16.0,12.0,0.0,2021,Jeddah,Saudi Arabian Grand Prix,1.666,0.251,89.177,0.0
RUS,Williams,14.0,19.0,0.0,2021,Jeddah,Saudi Arabian Grand Prix,1.415,-0.251,88.926,0.0
LAT,Williams,16.0,16.0,0.0,2021,Yas Island,Abu Dhabi Grand Prix,2.229,-0.085,84.338,0.0
RUS,Williams,17.0,18.0,0.0,2021,Yas Island,Abu Dhabi Grand Prix,2.314,0.085,84.423,0.0
BOT,Alfa Romeo,6.0,6.0,8.0,2022,Sakhir,Bahrain Grand Prix,1.002,-0.827,91.56,0.0
ZHO,Alfa Romeo,15.0,10.0,1.0,2022,Sakhir,Bahrain Grand Prix,1.829,0.827,92.387,0.0
