Abbreviation,TeamName,GridPosition,Position,Points,Year,Circuit,RaceName,QualiDeltaToPole,QualiDeltaToTeammate,QualiBestTimeSec,TeamMomentum,Podium,Win,DNF,DriverForm3,DriverForm5,QualifyingForm3,QualifyingForm5,AverageFinish,AverageGrid,GridGain,AverageGridGain,PodiumRate,WinRate,PointsMomentum,TeamForm,CircuitHistory,DNFRisk,Consistency,Experience,FrontRow,TopFive,TeamGridInteraction
HAM,Mercedes,10.0,1.0,25.0,2021,São Paulo,São Paulo Grand Prix,0.0,-0.492,67.934,-9.666666666666666,1,1,0,3.0,5.4,5.0,4.6,3.888888888888889,3.0,9.0,-0.8,0.6666666666666666,0.2,14.4,14.4,10.5,0.0,6.6558245169174945,18.0,0,0,1.309090909090909
HAM,Mercedes,1.0,1.0,25.0,2021,Lusail,Qatar Grand Prix,0.0,-0.651,80.827,-1.666666666666666,1,1,0,1.6666666666666667,2.2,4.666666666666667,5.8,3.736842105263158,3.3684210526315788,0.0,3.6,0.6666666666666666,0.2,19.4,19.4,10.5,0.0,1.6431676725155007,19.0,1,1,9.7
HAM,Mercedes,1.0,1.0,26.0,2021,Jeddah,Saudi Arabian Grand Prix,0.0,-0.111,87.511,-1.0,1,1,0,1.3333333333333333,2.2,4.333333333333333,5.2,3.6,3.25,0.0,3.0,0.7333333333333333,0.26666666666666666,19.4,19.4,10.5,0.0,1.6431676725155007,20.0,1,1,9.7
HAM,Mercedes,2.0,2.0,18.0,2021,Yas Island,Abu Dhabi Grand Prix,0.371,-0.556,82.48,-8.000000000000002,1,0,0,1.0,1.4,4.0,3.2,3.4761904761904763,3.142857142857143,0.0,1.8,0.8,0.3333333333333333,22.6,22.6,10.5,0.0,0.5477225575051731,21.0,1,1,7.533333333333334
LEC,Ferrari,4.0,6.0,8.0,2021,Sakhir,Bahrain Grand Prix,0.681,-0.331,89.678,0.0,0,0,0,10.5,10.5,10.5,10.5,10.5,10.5,-2.0,0.0,0.0,0.0,0.0,5.0,10.5,0.1,10.5,0.0,0,1,1.0
LEC,Ferrari,4.0,4.0,12.0,2021,Imola,Emilia Romagna Grand Prix,0.329,-0.459,74.74,0.0,0,0,0,6.0,6.0,4.0,4.0,6.0,4.0,0.0,-2.0,0.0,0.0,8.0,8.0,10.5,0.0,10.5,1.0,0,1,1.6
LEC,Ferrari,8.0,6.0,8.0,2021,Portimão,Portuguese Grand Prix,0.801,-0.044,78.769,0.0,0,0,0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,-1.0,0.0,0.0,10.0,10.0,10.5,0.0,10.5,2.0,0,0,1.1111111111111112
LEC,Ferrari,4.0,4.0,12.0,2021,Barcelona,Spanish Grand Prix,0.769,-0.11,77.51,-2.0,0,0,0,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,0.0,0.0,0.0,0.0,9.333333333333334,9.333333333333334,10.5,0.0,1.1547005383792517,3.0,0,1,1.8666666666666667
LEC,Ferrari,1.0,20.0,0.0,2021,Monte Carlo,Monaco Grand Prix,0.0,-0.265,70.346,6.0,0,0,0,4.666666666666667,5.0,5.333333333333333,5.0,5.0,5.0,-19.0,0.0,0.0,0.0,10.0,10.0,10.5,0.0,1.1547005383792515,4.0,1,1,5.0
LEC,Ferrari,1.0,4.0,12.0,2021,Baku,Azerbaijan Grand Prix,0.0,-0.358,101.218,1.333333333333333,0,0,0,10.0,8.0,4.333333333333333,4.2,8.0,4.2,-3.0,-3.8,0.0,0.0,8.0,8.0,10.5,0.0,6.782329983125268,5.0,1,1,4.0
LEC,Ferrari,7.0,16.0,0.0,2021,Le Castellet,French Grand Prix,0.997,0.147,90.987,-2.666666666666667,0,0,0,9.333333333333334,7.6,2.0,3.6,7.333333333333333,3.6666666666666665,-9.0,-4.0,0.0,0.0,8.8,8.8,10.5,0.0,6.985699678629192,6.0,0,0,1.1
LEC,Ferrari,7.0,7.0,6.0,2021,Spielberg,Styrian Grand Prix,0.631,-0.239,64.472,-2.6666666666666665,0,0,0,13.333333333333334,10.0,3.0,4.2,8.571428571428571,4.142857142857143,0.0,-5.8,0.0,0.0,6.4,6.4,10.5,0.0,7.483314773547883,7.0,0,0,0.8
LEC,Ferrari,12.0,8.0,4.0,2021,Spielberg,Austrian Grand Prix,0.88,0.041,64.6,6.666666666666667,0,0,0,9.0,10.2,5.0,4.0,8.375,4.5,4.0,-6.2,0.0,0.0,6.0,6.0,7.0,0.0,7.362064927722384,8.0,0,0,0.46153846153846156
LEC,Ferrari,4.0,2.0,18.0,2021,Silverstone,British Grand Prix,0.805,-0.02,86.828,4.0,1,0,0,10.333333333333334,11.0,8.666666666666666,5.6,8.333333333333334,5.333333333333333,2.0,-5.4,0.0,0.0,4.4,4.4,10.5,0.0,6.708203932499369,9.0,0,1,0.8800000000000001
LEC,Ferrari,7.0,18.0,0.0,2021,Budapest,Hungarian Grand Prix,1.077,-0.153,76.496,6.999999999999999,0,0,0,5.666666666666667,7.4,7.666666666666667,6.2,7.7,5.2,-11.0,-1.2,0.1,0.0,8.0,8.0,10.5,0.0,5.366563145999495,10.0,0,0,1.0
LEC,Ferrari,9.0,8.0,2.0,2021,Spa-Francorchamps,Belgian Grand Prix,1.696,-0.416,117.721,-2.999999999999999,0,0,0,9.333333333333334,10.2,7.666666666666667,7.4,8.636363636363637,5.363636363636363,1.0,-2.8,0.09090909090909091,0.0,5.6,5.6,10.5,0.0,6.648308055437865,11.0,0,0,0.5599999999999999
LEC,Ferrari,5.0,5.0,10.0,2021,Zandvoort,Dutch Grand Prix,0.552,-0.1,69.437,-12.833333333333332,0,0,0,9.333333333333334,8.6,6.666666666666667,7.8,8.583333333333334,5.666666666666667,0.0,-0.8,0.08333333333333333,0.0,6.0,6.0,10.5,0.0,5.813776741499453,12.0,0,1,1.0
LEC,Ferrari,5.0,4.0,12.0,2021,Monza,Italian Grand Prix,0.955,0.048,80.51,-0.1666666666666669,0,0,0,10.333333333333334,8.2,7.0,7.4,8.307692307692308,5.615384615384615,1.0,-0.8,0.07692307692307693,0.0,6.8,6.8,10.5,0.0,6.016643582596529,13.0,0,1,1.1333333333333333
LEC,Ferrari,19.0,15.0,0.0,2021,Sochi,Russian Grand Prix,6.477,5.96,108.47,6.166666666666666,0,0,0,5.666666666666667,7.4,6.333333333333333,6.0,8.0,5.571428571428571,4.0,-1.4,0.07142857142857142,0.0,8.4,8.4,10.5,0.0,6.308724118235001,14.0,0,0,0.42000000000000004
LEC,Ferrari,3.0,4.0,12.0,2021,Istanbul,Turkish Grand Prix,0.397,-1.912,83.265,-1.666666666666667,0,0,0,8.0,10.0,9.666666666666666,9.0,8.466666666666667,6.466666666666667,-1.0,-1.0,0.06666666666666667,0.0,4.8,4.8,10.5,0.0,6.2048368229954285,15.0,0,1,1.2
LEC,Ferrari,4.0,4.0,12.0,2021,Austin,United States Grand Prix,0.696,-0.186,93.606,-6.333333333333333,0,0,0,7.666666666666667,7.2,9.0,8.2,8.1875,6.25,0.0,1.0,0.06666666666666667,0.0,7.2,7.2,10.5,0.0,4.658325879540846,16.0,0,1,1.44
LEC,Ferrari,8.0,5.0,10.0,2021,Mexico City,Mexico City Grand Prix,0.873,-0.013,76.748,-1.666666666666667,0,0,0,7.666666666666667,6.4,8.666666666666666,7.2,7.9411764705882355,6.117647058823529,3.0,0.8,0.06666666666666667,0.0,9.2,9.2,10.5,0.0,4.8270073544588685,17.0,0,0,1.0222222222222221
LEC,Ferrari,6.0,5.0,10.0,2021,São Paulo,São Paulo Grand Prix,0.925,0.033,68.859,-1.333333333333334,0,0,0,4.333333333333333,6.4,5.0,7.8,7.777777777777778,6.222222222222222,1.0,1.4,0.06666666666666667,0.0,9.2,9.2,10.5,0.0,4.8270073544588685,18.0,0,0,1.3142857142857143
LEC,Ferrari,13.0,8.0,4.0,2021,Lusail,Qatar Grand Prix,1.636,0.623,82.463,0.0,0,0,0,4.666666666666667,6.6,6.0,8.0,7.631578947368421,6.2105263157894735,5.0,1.4,0.06666666666666667,0.0,8.8,8.8,10.5,0.0,4.722287581247038,19.0,0,0,0.6285714285714287
LEC,Ferrari,4.0,7.0,6.0,2021,Jeddah,Saudi Arabian Grand Prix,0.543,-0.183,88.054,-3.333333333333334,0,0,0,6.0,5.2,9.0,6.8,7.65,6.55,-3.0,1.6,0.06666666666666667,0.0,9.6,9.6,10.5,0.0,1.6431676725154982,20.0,0,1,1.92
LEC,Ferrari,7.0,10.0,1.0,2021,Yas Island,Abu Dhabi Grand Prix,1.013,0.13,83.122,2.333333333333334,0,0,0,6.666666666666667,5.8,7.666666666666667,7.0,7.619047619047619,6.428571428571429,-3.0,1.2,0.06666666666666667,0.0,8.4,8.4,10.5,0.0,1.6431676725154982,21.0,0,0,1.05
NOR,McLaren,7.0,4.0,12.0,2021,Sakhir,Bahrain Grand Prix,0.977,0.047,89.974,0.0,0,0,0,10.5,10.5,10.5,10.5,10.5,10.5,3.0,0.0,0.0,0.0,0.0,5.0,10.5,0.1,10.5,0.0,0,0,0.625
NOR,McLaren,7.0,3.0,15.0,2021,Imola,Emilia Romagna Grand Prix,0.043,-0.372,74.454,0.0,1,0,0,4.0,4.0,7.0,7.0,4.0,7.0,4.0,3.0,0.0,0.0,12.0,12.0,10.5,0.0,10.5,1.0,0,0,1.5
NOR,McLaren,7.0,5.0,10.0,2021,Portimão,Portuguese Grand Prix,0.513,-1.358,78.481,0.0,0,0,0,3.5,3.5,7.0,7.0,3.5,7.0,2.0,3.5,0.5,0.0,13.5,13.5,10.5,0.0,10.5,2.0,0,0,1.6875
NOR,McLaren,9.0,8.0,4.0,2021,Barcelona,Spanish Grand Prix,0.955,0.074,77.696,-2.999999999999999,0,0,0,4.0,4.0,7.0,7.0,4.0,7.0,1.0,3.0,0.3333333333333333,0.0,12.333333333333334,12.333333333333334,10.5,0.0,1.0,3.0,0,0,1.2333333333333334
NOR,McLaren,5.0,3.0,15.0,2021,Monte Carlo,Monaco Grand Prix,0.274,-0.978,70.62,-6.333333333333333,1,0,0,5.333333333333333,5.0,7.666666666666667,7.5,5.0,7.5,2.0,2.5,0.25,0.0,10.25,10.25,10.5,0.0,2.160246899469287,4.0,0,1,1.7083333333333333
NOR,McLaren,9.0,5.0,10.0,2021,Baku,Azerbaijan Grand Prix,0.529,-0.557,101.747,-0.3333333333333339,0,0,0,5.333333333333333,4.6,7.0,7.0,4.6,7.0,4.0,2.4,0.4,0.0,11.2,11.2,10.5,0.0,2.073644135332772,5.0,0,0,1.1199999999999999
NOR,McLaren,8.0,5.0,10.0,2021,Le Castellet,French Grand Prix,1.262,-0.13,91.252,-5.0,0,0,0,5.333333333333333,4.8,7.666666666666667,7.4,4.666666666666667,7.333333333333333,3.0,2.6,0.3333333333333333,0.0,10.8,10.8,10.5,0.0,2.04939015319192,6.0,0,0,1.2000000000000002
NOR,McLaren,3.0,5.0,10.0,2021,Spielberg,Styrian Grand Prix,0.279,-0.688,64.12,-1.666666666666667,0,0,0,4.333333333333333,5.2,7.333333333333333,7.6,4.714285714285714,7.428571428571429,-2.0,2.4,0.2857142857142857,0.0,9.8,9.8,10.5,0.0,1.7888543819998317,7.0,0,1,2.45
NOR,McLaren,2.0,3.0,15.0,2021,Spielberg,Austrian Grand Prix,0.048,-0.951,63.768,-1.333333333333333,1,0,0,5.0,5.2,6.666666666666667,6.8,4.75,6.875,-1.0,1.6,0.25,0.0,9.8,9.8,5.0,0.0,1.7888543819998317,8.0,1,1,3.266666666666667
NOR,McLaren,5.0,4.0,12.0,2021,Silverstone,British Grand Prix,0.874,-0.002,86.897,-2.333333333333334,0,0,0,4.333333333333333,4.2,4.333333333333333,5.4,4.555555555555555,6.333333333333333,1.0,1.2,0.3333333333333333,0.0,12.0,12.0,10.5,0.0,1.0954451150103326,9.0,0,1,2.0
NOR,McLaren,6.0,15.0,0.0,2021,Budapest,Hungarian Grand Prix,0.966,-0.486,76.385,0.333333333333333,0,0,0,4.0,4.4,3.3333333333333335,5.4,4.5,6.2,-9.0,1.0,0.3,0.0,11.4,11.4,10.5,0.0,0.8944271909999162,10.0,0,0,1.6285714285714286
NOR,McLaren,15.0,14.0,0.0,2021,Spa-Francorchamps,Belgian Grand Prix,0.0,-1.102,116.025,-7.333333333333334,0,0,0,7.333333333333333,6.4,4.333333333333333,4.8,5.454545454545454,6.181818181818182,1.0,-1.6,0.2727272727272727,0.0,9.4,9.4,10.5,0.0,4.878524367060187,11.0,0,0,0.5875
NOR,McLaren,13.0,10.0,1.0,2021,Zandvoort,Dutch Grand Prix,1.521,0.541,70.406,-5.333333333333333,0,0,0,11.0,8.2,8.666666666666666,6.2,6.166666666666667,6.916666666666667,3.0,-2.0,0.25,0.0,7.4,7.4,10.5,0.0,5.805170109479997,12.0,0,0,0.5285714285714286
NOR,McLaren,3.0,2.0,18.0,2021,Monza,Italian Grand Prix,0.434,-0.006,79.989,7.0,1,0,0,13.0,9.2,11.333333333333334,8.2,6.461538461538462,7.384615384615385,1.0,-1.0,0.23076923076923078,0.0,5.6,5.6,10.5,0.0,5.540758070878027,13.0,0,1,1.4
NOR,McLaren,1.0,7.0,7.0,2021,Sochi,Russian Grand Prix,0.0,-2.163,101.993,18.333333333333336,0,0,0,8.666666666666666,9.0,10.333333333333334,8.4,6.142857142857143,7.071428571428571,-6.0,-0.6,0.2857142857142857,0.0,6.2,6.2,10.5,0.0,5.830951894845301,14.0,1,1,3.1
NOR,McLaren,7.0,7.0,6.0,2021,Istanbul,Turkish Grand Prix,1.086,-1.927,83.954,3.333333333333334,0,0,0,6.333333333333333,9.6,5.666666666666667,7.6,6.2,6.666666666666667,0.0,-2.0,0.26666666666666666,0.0,5.2,5.2,10.5,0.0,5.319774431308154,15.0,0,0,0.65
NOR,McLaren,7.0,8.0,4.0,2021,Austin,United States Grand Prix,0.97,0.072,93.88,-7.000000000000001,0,0,0,5.333333333333333,8.0,3.6666666666666665,7.8,6.25,6.6875,-1.0,-0.2,0.26666666666666666,0.0,6.4,6.4,10.5,0.0,4.415880433163924,16.0,0,0,0.8
NOR,McLaren,18.0,10.0,1.0,2021,Mexico City,Mexico City Grand Prix,1.598,0.71,77.473,-3.666666666666667,0,0,0,7.333333333333333,6.8,5.0,6.2,6.352941176470588,6.705882352941177,8.0,-0.6,0.2,0.0,7.2,7.2,10.5,0.0,2.949576240750525,17.0,0,0,0.37894736842105264
NOR,McLaren,5.0,10.0,1.0,2021,São Paulo,São Paulo Grand Prix,1.046,-0.059,68.98,-3.666666666666666,0,0,0,8.333333333333334,6.8,10.666666666666666,7.2,6.555555555555555,7.333333333333333,-5.0,0.4,0.2,0.0,7.2,7.2,10.5,0.0,2.949576240750525,18.0,0,1,1.2
NOR,McLaren,4.0,9.0,2.0,2021,Lusail,Qatar Grand Prix,0.904,-0.866,81.731,-4.666666666666667,0,0,0,9.333333333333334,8.4,10.0,7.6,6.7368421052631575,7.2105263157894735,-5.0,-0.8,0.2,0.0,3.8,3.8,10.5,0.0,1.51657508881031,19.0,0,1,0.76
NOR,McLaren,7.0,10.0,1.0,2021,Jeddah,Saudi Arabian Grand Prix,0.669,-0.036,88.18,3.6666666666666665,0,0,0,9.666666666666666,8.8,9.0,8.2,6.85,7.05,-3.0,-0.6,0.13333333333333333,0.0,2.8,2.8,10.5,0.0,1.3038404810405295,20.0,0,0,0.35
NOR,McLaren,3.0,7.0,6.0,2021,Yas Island,Abu Dhabi Grand Prix,0.822,-0.478,82.931,2.6666666666666665,0,0,0,9.666666666666666,9.4,5.333333333333333,8.2,7.0,7.0476190476190474,-4.0,-1.2,0.13333333333333333,0.0,1.8,1.8,10.5,0.0,0.8944271909999153,21.0,0,1,0.45
OCO,Alpine,16.0,13.0,0.0,2021,Sakhir,Bahrain Grand Prix,2.727,1.475,91.724,0.0,0,0,0,10.5,10.5,10.5,10.5,10.5,10.5,3.0,0.0,0.0,0.0,0.0,4.6,10.5,0.1,10.5,0.0,0,0,0.27058823529411763
OCO,Alpine,9.0,9.0,2.0,2021,Imola,Emilia Romagna Grand Prix,0.706,-0.476,75.117,0.0,0,0,0,13.0,13.0,16.0,16.0,13.0,16.0,0.0,3.0,0.0,0.0,0.0,4.2,10.5,0.0,10.5,1.0,0,0,0.42000000000000004
OCO,Alpine,6.0,7.0,6.0,2021,Portimão,Portuguese Grand Prix,0.618,-0.87,78.586,0.0,0,0,0,11.0,11.0,12.5,12.5,11.0,12.5,-1.0,1.5,0.0,0.0,1.0,4.2,10.5,0.0,10.5,2.0,0,0,0.6
OCO,Alpine,5.0,9.0,2.0,2021,Barcelona,Spanish Grand Prix,0.839,-0.386,77.58,3.0,0,0,0,9.666666666666666,9.666666666666666,10.333333333333334,10.333333333333334,9.666666666666666,10.333333333333334,-4.0,0.6666666666666666,0.0,0.0,2.6666666666666665,2.4,10.5,0.0,3.055050463303893,3.0,0,1,0.39999999999999997
OCO,Alpine,11.0,9.0,2.0,2021,Monte Carlo,Monaco Grand Prix,1.14,-0.719,71.486,-1.0,0,0,0,8.333333333333334,9.5,6.666666666666667,9.0,9.5,9.0,2.0,-0.5,0.0,0.0,2.5,2.8,10.5,0.0,2.516611478423583,4.0,0,0,0.2333333333333333
OCO,Alpine,12.0,20.0,0.0,2021,Baku,Azerbaijan Grand Prix,1.055,0.078,102.273,1.3333333333333337,0,0,0,8.333333333333334,9.4,7.333333333333333,9.4,9.4,9.4,-8.0,0.0,0.0,0.0,2.4,2.4,10.5,0.0,2.1908902300206643,5.0,0,0,0.1846153846153846
OCO,Alpine,11.0,14.0,0.0,2021,Le Castellet,French Grand Prix,1.746,0.396,91.736,3.333333333333333,0,0,0,12.666666666666666,10.8,9.333333333333334,8.6,11.166666666666666,9.833333333333334,-3.0,-2.2,0.0,0.0,2.4,2.4,10.5,0.0,5.215361924162119,6.0,0,0,0.19999999999999998
OCO,Alpine,17.0,14.0,0.0,2021,Spielberg,Styrian Grand Prix,1.376,0.643,65.217,-0.6666666666666665,0,0,0,14.333333333333334,11.8,11.333333333333334,9.0,11.571428571428571,10.0,3.0,-2.8,0.0,0.0,2.0,2.0,10.5,0.0,5.263078946776307,7.0,0,0,0.1111111111111111
OCO,Alpine,17.0,20.0,0.0,2021,Spielberg,Austrian Grand Prix,1.331,0.579,65.051,-0.3333333333333332,0,0,0,16.0,13.2,13.333333333333334,11.2,11.875,10.875,-3.0,-2.0,0.0,0.0,0.8,0.8,14.0,0.0,4.54972526643093,8.0,0,0,0.044444444444444446
OCO,Alpine,9.0,9.0,2.0,2021,Silverstone,British Grand Prix,1.317,0.095,87.34,1.666666666666667,0,0,0,16.0,15.4,15.0,13.6,12.777777777777779,11.555555555555555,0.0,-1.8,0.0,0.0,0.4,0.4,10.5,0.0,4.669047011971501,9.0,0,0,0.04
OCO,Alpine,8.0,1.0,25.0,2021,Budapest,Hungarian Grand Prix,1.234,0.112,76.653,1.6666666666666663,1,1,0,14.333333333333334,15.4,14.333333333333334,13.2,12.4,11.3,7.0,-2.2,0.0,0.0,0.4,0.4,10.5,0.0,4.669047011971501,10.0,0,0,0.044444444444444446
OCO,Alpine,8.0,7.0,3.0,2021,Spa-Francorchamps,Belgian Grand Prix,1.329,-0.851,117.354,10.666666666666666,0,0,0,10.0,11.6,11.333333333333334,12.4,11.363636363636363,11.0,1.0,0.8,0.09090909090909091,0.09090909090909091,5.4,5.4,10.5,0.0,7.092249290598858,11.0,0,0,0.6000000000000001
OCO,Alpine,8.0,9.0,2.0,2021,Zandvoort,Dutch Grand Prix,1.034,-0.037,69.919,-9.333333333333334,0,0,0,5.666666666666667,10.2,8.333333333333334,11.8,11.0,10.75,-1.0,1.6,0.08333333333333333,0.08333333333333333,6.0,6.0,10.5,0.0,7.19027120489902,12.0,0,0,0.6666666666666666
OCO,Alpine,12.0,10.0,1.0,2021,Monza,Italian Grand Prix,1.548,0.034,81.103,-0.333333333333333,0,0,0,5.666666666666667,9.2,8.0,10.0,10.846153846153847,10.538461538461538,2.0,0.8,0.07692307692307693,0.07692307692307693,6.4,6.4,10.5,0.0,6.870225614927067,13.0,0,0,0.49230769230769234
OCO,Alpine,9.0,14.0,0.0,2021,Sochi,Russian Grand Prix,3.872,1.661,105.865,0.9999999999999996,0,0,0,8.666666666666666,7.2,9.333333333333334,9.0,10.785714285714286,10.642857142857142,-5.0,1.8,0.07142857142857142,0.07142857142857142,6.6,6.6,10.5,0.0,3.6331804249169903,14.0,0,0,0.6599999999999999
OCO,Alpine,12.0,10.0,1.0,2021,Istanbul,Turkish Grand Prix,1.974,1.365,84.842,-1.666666666666667,0,0,0,11.0,8.2,9.666666666666666,9.0,11.0,10.533333333333333,2.0,0.8,0.06666666666666667,0.06666666666666667,6.2,6.2,10.5,0.0,4.764451699828639,15.0,0,0,0.47692307692307695
OCO,Alpine,11.0,19.0,0.0,2021,Austin,United States Grand Prix,2.467,-0.379,95.377,-2.6666666666666665,0,0,0,11.333333333333334,10.0,11.0,9.8,10.9375,10.625,-8.0,-0.2,0.06666666666666667,0.06666666666666667,1.4,1.4,10.5,0.0,2.549509756796393,16.0,0,0,0.11666666666666665
OCO,Alpine,19.0,13.0,0.0,2021,Mexico City,Mexico City Grand Prix,2.251,-0.326,78.126,0.3333333333333333,0,0,0,14.333333333333334,12.4,10.666666666666666,10.4,11.411764705882353,10.647058823529411,6.0,-2.0,0.06666666666666667,0.06666666666666667,0.8,0.8,10.5,0.0,4.159326868617085,17.0,0,0,0.04
OCO,Alpine,8.0,8.0,4.0,2021,São Paulo,São Paulo Grand Prix,1.255,0.076,69.189,0.3333333333333333,0,0,0,14.0,13.2,14.0,12.6,11.5,11.11111111111111,0.0,-0.6,0.06666666666666667,0.06666666666666667,0.4,0.4,10.5,0.0,3.70135110466435,18.0,0,0,0.044444444444444446
OCO,Alpine,9.0,5.0,10.0,2021,Lusail,Qatar Grand Prix,1.185,0.342,82.012,6.333333333333333,0,0,0,13.333333333333334,12.8,12.666666666666666,11.8,11.31578947368421,10.947368421052632,4.0,-1.0,0.06666666666666667,0.06666666666666667,1.0,1.0,10.5,0.0,4.207136793592526,19.0,0,0,0.1
OCO,Alpine,9.0,4.0,12.0,2021,Jeddah,Saudi Arabian Grand Prix,1.063,-0.346,88.574,7.0,0,0,0,8.666666666666666,11.0,12.0,11.8,11.0,10.85,5.0,0.8,0.06666666666666667,0.06666666666666667,3.0,3.0,10.5,0.0,5.338539126015656,20.0,0,0,0.3
OCO,Alpine,9.0,9.0,2.0,2021,Yas Island,Abu Dhabi Grand Prix,1.28,-0.071,83.389,-3.666666666666667,0,0,0,5.666666666666667,9.8,8.666666666666666,11.2,10.666666666666666,10.761904761904763,0.0,1.4,0.06666666666666667,0.06666666666666667,5.2,5.2,10.5,0.0,6.220932405998316,21.0,0,0,0.52
PER,Red Bull Racing,0.0,5.0,10.0,2021,Sakhir,Bahrain Grand Prix,1.662,1.662,90.659,0.0,0,0,0,10.5,10.5,10.5,10.5,10.5,10.5,-5.0,0.0,0.0,0.0,0.0,5.0,10.5,0.1,10.5,0.0,1,1,5.0
PER,Red Bull Racing,2.0,11.0,0.0,2021,Imola,Emilia Romagna Grand Prix,0.035,-0.052,74.446,0.0,0,0,0,5.0,5.0,0.0,0.0,5.0,0.0,-9.0,-5.0,0.0,0.0,10.0,10.0,10.5,0.0,10.5,1.0,1,1,3.3333333333333335
PER,Red Bull Racing,4.0,4.0,12.0,2021,Portimão,Portuguese Grand Prix,0.877,0.636,78.845,0.3333333333333339,0,0,0,8.0,8.0,1.0,1.0,8.0,1.0,0.0,-7.0,0.0,0.0,5.0,5.0,10.5,0.0,10.5,2.0,0,1,1.0
PER,Red Bull Racing,8.0,5.0,10.0,2021,Barcelona,Spanish Grand Prix,0.928,0.892,77.669,4.666666666666666,0,0,0,6.666666666666667,6.666666666666667,2.0,2.0,6.666666666666667,2.0,3.0,-4.666666666666667,0.0,0.0,7.333333333333333,7.333333333333333,10.5,0.0,3.7859388972001824,3.0,0,0,0.8148148148148148
PER,Red Bull Racing,9.0,4.0,12.0,2021,Monte Carlo,Monaco Grand Prix,0.673,0.443,71.019,8.0,0,0,0,6.666666666666667,6.25,4.666666666666667,3.5,6.25,3.5,5.0,-2.75,0.0,0.0,8.0,8.0,10.5,0.0,3.2015621187164243,4.0,0,0,0.8
PER,Red Bull Racing,6.0,1.0,25.0,2021,Baku,Azerbaijan Grand Prix,0.412,0.067,101.63,-0.6666666666666661,1,1,0,4.333333333333333,5.8,7.0,4.6,5.8,4.6,5.0,-1.2,0.0,0.0,8.8,8.8,10.5,0.0,2.949576240750525,5.0,0,0,1.2571428571428573
PER,Red Bull Racing,4.0,3.0,15.0,2021,Le Castellet,French Grand Prix,0.455,0.455,90.445,1.333333333333334,1,0,0,3.3333333333333335,5.0,7.666666666666667,5.8,5.0,4.833333333333333,1.0,0.8,0.16666666666666666,0.16666666666666666,11.8,11.8,10.5,0.0,3.6742346141747673,6.0,0,1,2.3600000000000003
PER,Red Bull Racing,4.0,4.0,12.0,2021,Spielberg,Styrian Grand Prix,0.327,0.327,64.168,9.666666666666666,0,0,0,2.6666666666666665,3.4,6.333333333333333,6.2,4.714285714285714,4.714285714285714,0.0,2.8,0.2857142857142857,0.14285714285714285,14.8,14.8,10.5,0.0,1.51657508881031,7.0,0,1,2.96
PER,Red Bull Racing,3.0,6.0,8.0,2021,Spielberg,Austrian Grand Prix,0.27,0.27,63.99,7.333333333333334,0,0,0,2.6666666666666665,3.4,4.666666666666667,6.2,4.625,4.625,-3.0,2.8,0.25,0.125,14.8,14.8,4.0,0.0,1.51657508881031,8.0,0,1,3.7
PER,Red Bull Racing,0.0,16.0,0.0,2021,Silverstone,British Grand Prix,0.79,0.604,86.813,-6.666666666666666,0,0,0,4.333333333333333,3.6,3.6666666666666665,5.2,4.777777777777778,4.444444444444445,-16.0,1.6,0.2222222222222222,0.1111111111111111,14.4,14.4,10.5,0.0,1.816590212458495,9.0,1,1,14.4
PER,Red Bull Racing,4.0,17.0,0.0,2021,Budapest,Hungarian Grand Prix,1.002,0.771,76.421,-14.666666666666668,0,0,0,8.666666666666666,6.0,2.3333333333333335,3.4,5.9,4.0,-13.0,-2.6,0.2,0.1,12.0,12.0,10.5,0.0,5.873670062235365,10.0,0,1,2.4
PER,Red Bull Racing,0.0,19.0,0.0,2021,Spa-Francorchamps,Belgian Grand Prix,0.861,0.327,116.886,2.1666666666666665,0,0,0,13.0,9.2,2.3333333333333335,3.0,6.909090909090909,4.0,-19.0,-6.2,0.18181818181818182,0.09090909090909091,7.0,7.0,10.5,0.0,6.760177512462229,11.0,1,1,7.0
PER,Red Bull Racing,0.0,8.0,4.0,2021,Zandvoort,Dutch Grand Prix,1.645,1.645,70.53,11.833333333333334,0,0,0,17.333333333333332,12.4,1.3333333333333333,2.2,7.916666666666667,3.6666666666666665,-8.0,-10.2,0.16666666666666666,0.08333333333333333,4.0,4.0,10.5,0.0,6.877499545619759,12.0,1,1,4.0
PER,Red Bull Racing,8.0,5.0,10.0,2021,Monza,Italian Grand Prix,1.056,0.645,80.611,4.833333333333333,0,0,0,14.666666666666666,13.2,1.3333333333333333,1.4,7.923076923076923,3.3846153846153846,3.0,-11.8,0.15384615384615385,0.07692307692307693,2.4,2.4,10.5,0.0,5.805170109479997,13.0,0,0,0.26666666666666666
PER,Red Bull Racing,8.0,9.0,2.0,2021,Sochi,Russian Grand Prix,3.344,-14.185,105.337,-0.3333333333333321,0,0,0,10.666666666666666,13.0,2.6666666666666665,2.4,7.714285714285714,3.7142857142857144,-1.0,-10.6,0.14285714285714285,0.07142857142857142,2.8,2.8,10.5,0.0,6.123724356957945,14.0,0,0,0.3111111111111111
